"station","lon","lat","year","month","time","pm10"
"DEUB002",7.05425,49.76193,2003,10,34,15.72
"DEUB002",7.05425,49.76193,2003,11,35,16.22
"DEUB002",7.05425,49.76193,2003,12,36,13.66
"DEUB002",7.05425,49.76193,2004,1,37,11.09
"DEUB002",7.05425,49.76193,2004,2,38,17.69
"DEUB002",7.05425,49.76193,2004,3,39,20.31
"DEUB002",7.05425,49.76193,2004,4,40,15.83
"DEUB002",7.05425,49.76193,2004,5,41,16.16
"DEUB002",7.05425,49.76193,2004,6,42,14.81
"DEUB002",7.05425,49.76193,2004,7,43,15.43
"DEUB002",7.05425,49.76193,2004,8,44,35.58
"DETH026",10.3753,50.56175,2001,1,1,30.21
"DETH026",10.3753,50.56175,2001,2,2,24.13
"DETH026",10.3753,50.56175,2001,3,3,26
"DETH026",10.3753,50.56175,2001,4,4,20.18
"DETH026",10.3753,50.56175,2001,5,5,24.96
"DETH026",10.3753,50.56175,2001,6,6,21.83
"DETH026",10.3753,50.56175,2001,7,7,22.32
"DETH026",10.3753,50.56175,2001,8,8,26.57
"DETH026",10.3753,50.56175,2001,9,9,17.89
"DETH026",10.3753,50.56175,2001,10,10,24.53
"DETH026",10.3753,50.56175,2001,11,11,17.75
"DETH026",10.3753,50.56175,2001,12,12,17.41
"DETH026",10.3753,50.56175,2002,1,13,26.73
"DETH026",10.3753,50.56175,2002,2,14,18.41
"DETH026",10.3753,50.56175,2002,3,15,24.84
"DETH026",10.3753,50.56175,2002,4,16,30.75
"DETH026",10.3753,50.56175,2002,5,17,20.91
"DETH026",10.3753,50.56175,2002,6,18,21.64
"DETH026",10.3753,50.56175,2002,7,19,25.7
"DETH026",10.3753,50.56175,2002,8,20,27.73
"DETH026",10.3753,50.56175,2002,9,21,19.95
"DETH026",10.3753,50.56175,2002,10,22,19.9
"DETH026",10.3753,50.56175,2002,11,23,20.92
"DETH026",10.3753,50.56175,2002,12,24,29.39
"DETH026",10.3753,50.56175,2003,1,25,19.35
"DETH026",10.3753,50.56175,2003,2,26,34.14
"DETH026",10.3753,50.56175,2003,3,27,34.13
"DETH026",10.3753,50.56175,2003,4,28,23.6
"DETH026",10.3753,50.56175,2003,5,29,17.15
"DETH026",10.3753,50.56175,2003,6,30,21.9
"DETH026",10.3753,50.56175,2003,7,31,19
"DETH026",10.3753,50.56175,2003,8,32,28.19
"DETH026",10.3753,50.56175,2003,9,33,19.34
"DETH026",10.3753,50.56175,2003,10,34,18.62
"DETH026",10.3753,50.56175,2003,11,35,17.41
"DETH026",10.3753,50.56175,2003,12,36,16.39
"DETH026",10.3753,50.56175,2004,1,37,15
"DETH026",10.3753,50.56175,2004,2,38,18.66
"DETH026",10.3753,50.56175,2004,3,39,22.95
"DETH026",10.3753,50.56175,2004,4,40,20.07
"DETH026",10.3753,50.56175,2004,5,41,14.78
"DETH026",10.3753,50.56175,2004,6,42,16.45
"DETH026",10.3753,50.56175,2004,7,43,15.62
"DETH026",10.3753,50.56175,2004,8,44,17.53
"DETH026",10.3753,50.56175,2004,9,45,15.88
"DETH026",10.3753,50.56175,2004,10,46,15.66
"DETH026",10.3753,50.56175,2004,11,47,14.67
"DETH026",10.3753,50.56175,2004,12,48,19.37
"DETH026",10.3753,50.56175,2005,1,49,12.99
"DETH026",10.3753,50.56175,2005,2,50,20.4
"DETH026",10.3753,50.56175,2005,3,51,20.44
"DETH026",10.3753,50.56175,2005,4,52,19.31
"DETH026",10.3753,50.56175,2005,5,53,14.21
"DETH026",10.3753,50.56175,2005,6,54,17.91
"DETH026",10.3753,50.56175,2005,7,55,15.24
"DETH026",10.3753,50.56175,2005,8,56,16.76
"DETH026",10.3753,50.56175,2005,9,57,20.24
"DETH026",10.3753,50.56175,2005,10,58,24.3
"DETH026",10.3753,50.56175,2005,11,59,14.68
"DETH026",10.3753,50.56175,2005,12,60,13.73
"DENI059",8.80122,53.83017,2001,1,1,37.88
"DENI059",8.80122,53.83017,2001,2,2,25.35
"DENI059",8.80122,53.83017,2001,3,3,33.33
"DENI059",8.80122,53.83017,2001,4,4,22.11
"DENI059",8.80122,53.83017,2001,5,5,22.12
"DENI059",8.80122,53.83017,2001,6,6,21.03
"DENI059",8.80122,53.83017,2001,7,7,32.78
"DENI059",8.80122,53.83017,2001,8,8,41.33
"DENI059",8.80122,53.83017,2001,9,9,21.81
"DENI059",8.80122,53.83017,2001,10,10,34.63
"DENI059",8.80122,53.83017,2001,11,11,16.25
"DENI059",8.80122,53.83017,2001,12,12,14.81
"DENI059",8.80122,53.83017,2002,1,13,27.89
"DENI059",8.80122,53.83017,2002,2,14,19.08
"DENI059",8.80122,53.83017,2002,3,15,32.07
"DENI059",8.80122,53.83017,2002,4,16,38.16
"DENI059",8.80122,53.83017,2002,5,17,22.58
"DENI059",8.80122,53.83017,2002,6,18,21.07
"DENI059",8.80122,53.83017,2002,7,19,23.76
"DENI059",8.80122,53.83017,2002,8,20,37.56
"DENI059",8.80122,53.83017,2002,9,21,19.82
"DENI059",8.80122,53.83017,2002,10,22,16.34
"DENI059",8.80122,53.83017,2002,11,23,20.71
"DENI059",8.80122,53.83017,2002,12,24,38.19
"DENI059",8.80122,53.83017,2003,1,25,30.39
"DENI059",8.80122,53.83017,2003,2,26,55.23
"DENI059",8.80122,53.83017,2003,3,27,53.52
"DENI059",8.80122,53.83017,2003,4,28,39.96
"DENI059",8.80122,53.83017,2003,5,29,19.88
"DENI059",8.80122,53.83017,2003,6,30,25.66
"DENI059",8.80122,53.83017,2003,7,31,24.59
"DENI059",8.80122,53.83017,2003,8,32,25.56
"DENI059",8.80122,53.83017,2003,9,33,30.73
"DENI059",8.80122,53.83017,2003,10,34,21.11
"DENI059",8.80122,53.83017,2003,11,35,29.51
"DENI059",8.80122,53.83017,2003,12,36,27.61
"DENI059",8.80122,53.83017,2004,1,37,26.46
"DENI059",8.80122,53.83017,2004,2,38,22.98
"DENI059",8.80122,53.83017,2004,3,39,27.26
"DENI059",8.80122,53.83017,2004,4,40,26.44
"DENI059",8.80122,53.83017,2004,5,41,23.64
"DENI059",8.80122,53.83017,2004,6,42,20.13
"DENI059",8.80122,53.83017,2004,7,43,17.8
"DENI059",8.80122,53.83017,2004,8,44,23.92
"DENI059",8.80122,53.83017,2004,9,45,18.67
"DENI059",8.80122,53.83017,2004,10,46,16.24
"DENI059",8.80122,53.83017,2004,11,47,17.21
"DENI059",8.80122,53.83017,2004,12,48,25.96
"DENI059",8.80122,53.83017,2005,1,49,23.57
"DENI059",8.80122,53.83017,2005,2,50,30.75
"DENI059",8.80122,53.83017,2005,3,51,28.83
"DENI059",8.80122,53.83017,2005,4,52,25.8
"DENI059",8.80122,53.83017,2005,5,53,19.42
"DENI059",8.80122,53.83017,2005,6,54,17.95
"DENI059",8.80122,53.83017,2005,7,55,18
"DENI059",8.80122,53.83017,2005,8,56,17.46
"DENI059",8.80122,53.83017,2005,9,57,23.93
"DENI059",8.80122,53.83017,2005,10,58,25.53
"DENI059",8.80122,53.83017,2005,11,59,17.72
"DENI059",8.80122,53.83017,2005,12,60,22.48
"DEUB039",14.45569,52.16557,2001,1,1,26.92
"DEUB039",14.45569,52.16557,2001,2,2,13.85
"DEUB039",14.45569,52.16557,2001,3,3,20.43
"DEUB039",14.45569,52.16557,2001,4,4,13.62
"DEUB039",14.45569,52.16557,2001,5,5,18.37
"DEUB039",14.45569,52.16557,2001,6,6,16.13
"DEUB039",14.45569,52.16557,2001,7,7,18.08
"DEUB039",14.45569,52.16557,2001,8,8,20.15
"DEUB039",14.45569,52.16557,2001,9,9,12.59
"DEUB039",14.45569,52.16557,2001,10,10,21.5
"DEUB039",14.45569,52.16557,2001,11,11,12.04
"DEUB039",14.45569,52.16557,2001,12,12,16.19
"DEUB039",14.45569,52.16557,2002,1,13,14.56
"DEUB039",14.45569,52.16557,2002,2,14,11.11
"DEUB039",14.45569,52.16557,2002,3,15,17.23
"DEUB039",14.45569,52.16557,2002,4,16,22.12
"DEUB039",14.45569,52.16557,2002,5,17,19.41
"DEUB039",14.45569,52.16557,2002,6,18,17.62
"DEUB039",14.45569,52.16557,2002,7,19,19.74
"DEUB039",14.45569,52.16557,2002,8,20,28.32
"DEUB039",14.45569,52.16557,2002,9,21,15.61
"DEUB039",14.45569,52.16557,2002,10,22,11.41
"DEUB039",14.45569,52.16557,2002,11,23,17.82
"DEUB039",14.45569,52.16557,2002,12,24,32.77
"DEUB039",14.45569,52.16557,2003,1,25,19.29
"DEUB039",14.45569,52.16557,2003,2,26,33.16
"DEUB039",14.45569,52.16557,2003,3,27,34.69
"DEUB039",14.45569,52.16557,2003,4,28,24.8
"DEUB039",14.45569,52.16557,2003,5,29,14.97
"DEUB039",14.45569,52.16557,2003,6,30,15.75
"DEUB039",14.45569,52.16557,2003,7,31,15.32
"DEUB039",14.45569,52.16557,2003,8,32,21.41
"DEUB039",14.45569,52.16557,2003,9,33,18.4
"DEUB039",14.45569,52.16557,2003,10,34,13.38
"DEUB039",14.45569,52.16557,2003,11,35,19.96
"DEUB039",14.45569,52.16557,2003,12,36,14.63
"DEUB039",14.45569,52.16557,2004,1,37,24.31
"DEUB039",14.45569,52.16557,2004,2,38,12.95
"DEUB039",14.45569,52.16557,2004,3,39,16.44
"DEUB039",14.45569,52.16557,2004,4,40,16.07
"DEUB039",14.45569,52.16557,2004,5,41,11.05
"DEUB039",14.45569,52.16557,2004,6,42,12.24
"DEUB039",14.45569,52.16557,2004,7,43,13.35
"DEUB039",14.45569,52.16557,2004,8,44,14.65
"DEUB039",14.45569,52.16557,2004,9,45,11.78
"DEUB039",14.45569,52.16557,2004,10,46,13.38
"DEUB039",14.45569,52.16557,2004,11,47,11.39
"DEUB039",14.45569,52.16557,2004,12,48,14.75
"DEUB039",14.45569,52.16557,2005,1,49,11.6
"DEUB039",14.45569,52.16557,2005,2,50,21.9
"DEUB039",14.45569,52.16557,2005,3,51,23.31
"DEUB039",14.45569,52.16557,2005,4,52,18.77
"DEUB039",14.45569,52.16557,2005,5,53,11.75
"DEUB039",14.45569,52.16557,2005,6,54,13.45
"DEUB039",14.45569,52.16557,2005,7,55,15.44
"DEUB039",14.45569,52.16557,2005,8,56,13.42
"DEUB039",14.45569,52.16557,2005,9,57,18.8
"DEUB039",14.45569,52.16557,2005,10,58,23.83
"DEHE028",8.81725,49.65346,2002,10,22,20.57
"DEHE028",8.81725,49.65346,2002,11,23,19.36
"DEHE028",8.81725,49.65346,2002,12,24,19.12
"DEHE028",8.81725,49.65346,2003,1,25,13.85
"DEHE028",8.81725,49.65346,2003,2,26,29.62
"DEHE028",8.81725,49.65346,2003,3,27,24.99
"DEHE028",8.81725,49.65346,2003,4,28,19.4
"DEHE028",8.81725,49.65346,2003,5,29,15.17
"DEHE028",8.81725,49.65346,2003,6,30,20.18
"DEHE028",8.81725,49.65346,2003,7,31,16.15
"DEHE028",8.81725,49.65346,2003,8,32,21.11
"DEHE028",8.81725,49.65346,2003,9,33,16.04
"DEHE028",8.81725,49.65346,2003,10,34,16.26
"DEHE028",8.81725,49.65346,2003,11,35,17.21
"DEHE028",8.81725,49.65346,2003,12,36,15.44
"DEHE028",8.81725,49.65346,2004,1,37,12.96
"DEHE028",8.81725,49.65346,2004,2,38,21.39
"DEHE028",8.81725,49.65346,2004,3,39,26.13
"DEHE028",8.81725,49.65346,2004,4,40,16.15
"DEHE028",8.81725,49.65346,2004,5,41,13.43
"DEHE028",8.81725,49.65346,2004,6,42,14.56
"DEHE028",8.81725,49.65346,2004,7,43,13.74
"DEHE028",8.81725,49.65346,2004,8,44,14.22
"DEHE028",8.81725,49.65346,2004,9,45,13.86
"DEHE028",8.81725,49.65346,2004,10,46,11.96
"DEHE028",8.81725,49.65346,2004,11,47,13.06
"DEHE028",8.81725,49.65346,2004,12,48,18.66
"DEHE028",8.81725,49.65346,2005,1,49,14.98
"DEHE028",8.81725,49.65346,2005,2,50,21.43
"DEHE028",8.81725,49.65346,2005,3,51,20.56
"DEHE028",8.81725,49.65346,2005,4,52,15.75
"DEHE028",8.81725,49.65346,2005,5,53,12.98
"DEHE028",8.81725,49.65346,2005,6,54,14.36
"DEHE028",8.81725,49.65346,2005,7,55,13.08
"DEHE028",8.81725,49.65346,2005,8,56,13.1
"DEHE028",8.81725,49.65346,2005,9,57,17.43
"DEHE028",8.81725,49.65346,2005,10,58,20.69
"DEHE028",8.81725,49.65346,2005,11,59,13.59
"DEHE028",8.81725,49.65346,2005,12,60,12.18
"DEMV017",11.36297,53.30235,2001,1,1,21.99
"DEMV017",11.36297,53.30235,2001,2,2,13.53
"DEMV017",11.36297,53.30235,2001,3,3,18.5
"DEMV017",11.36297,53.30235,2001,4,4,13
"DEMV017",11.36297,53.30235,2001,5,5,14.87
"DEMV017",11.36297,53.30235,2001,6,6,13.12
"DEMV017",11.36297,53.30235,2001,7,7,19.7
"DEMV017",11.36297,53.30235,2001,8,8,18.71
"DEMV017",11.36297,53.30235,2001,9,9,10.84
"DEMV017",11.36297,53.30235,2001,10,10,20.57
"DEMV017",11.36297,53.30235,2001,11,11,10.45
"DEMV017",11.36297,53.30235,2001,12,12,11.77
"DEMV017",11.36297,53.30235,2002,1,13,14.4
"DEMV017",11.36297,53.30235,2002,2,14,10.44
"DEMV017",11.36297,53.30235,2002,3,15,20.53
"DEMV017",11.36297,53.30235,2002,4,16,25
"DEMV017",11.36297,53.30235,2002,5,17,18.17
"DEMV017",11.36297,53.30235,2002,6,18,17.68
"DEMV017",11.36297,53.30235,2002,7,19,17.21
"DEMV017",11.36297,53.30235,2002,8,20,26.59
"DEMV017",11.36297,53.30235,2002,9,21,17.39
"DEMV017",11.36297,53.30235,2002,10,22,13.59
"DEMV017",11.36297,53.30235,2002,11,23,18.02
"DEMV017",11.36297,53.30235,2002,12,24,36.9
"DEMV017",11.36297,53.30235,2003,1,25,22.66
"DEMV017",11.36297,53.30235,2003,2,26,38.24
"DEMV017",11.36297,53.30235,2003,3,27,47.49
"DEMV017",11.36297,53.30235,2003,4,28,32.36
"DEMV017",11.36297,53.30235,2003,5,29,15.68
"DEMV017",11.36297,53.30235,2003,6,30,19.49
"DEMV017",11.36297,53.30235,2003,7,31,18.81
"DEMV017",11.36297,53.30235,2003,8,32,27.24
"DEMV017",11.36297,53.30235,2003,9,33,19.07
"DEMV017",11.36297,53.30235,2003,10,34,16.27
"DEMV017",11.36297,53.30235,2003,11,35,24.03
"DEMV017",11.36297,53.30235,2003,12,36,18.1
"DEMV017",11.36297,53.30235,2004,1,37,23.17
"DEMV017",11.36297,53.30235,2004,2,38,18.62
"DEMV017",11.36297,53.30235,2004,3,39,25.84
"DEMV017",11.36297,53.30235,2004,4,40,24.77
"DEMV017",11.36297,53.30235,2004,5,41,18.49
"DEMV017",11.36297,53.30235,2004,6,42,19.56
"DEMV017",11.36297,53.30235,2004,7,43,20.4
"DEMV017",11.36297,53.30235,2004,8,44,24.97
"DEMV017",11.36297,53.30235,2004,9,45,20.83
"DEMV017",11.36297,53.30235,2004,10,46,20.57
"DEMV017",11.36297,53.30235,2004,11,47,18.04
"DEMV017",11.36297,53.30235,2004,12,48,22.96
"DEMV017",11.36297,53.30235,2005,1,49,16.26
"DEMV017",11.36297,53.30235,2005,2,50,25.44
"DEMV017",11.36297,53.30235,2005,3,51,27.62
"DEMV017",11.36297,53.30235,2005,4,52,25.44
"DEMV017",11.36297,53.30235,2005,5,53,16.36
"DEMV017",11.36297,53.30235,2005,6,54,16.65
"DEMV017",11.36297,53.30235,2005,7,55,22.66
"DEMV017",11.36297,53.30235,2005,8,56,18.02
"DEMV017",11.36297,53.30235,2005,9,57,23.1
"DEMV017",11.36297,53.30235,2005,10,58,28.7
"DEMV017",11.36297,53.30235,2005,11,59,17.23
"DEMV017",11.36297,53.30235,2005,12,60,18.38
"DEMV004",12.06471,53.81777,2001,1,1,18.66
"DEMV004",12.06471,53.81777,2001,2,2,12
"DEMV004",12.06471,53.81777,2001,3,3,16.91
"DEMV004",12.06471,53.81777,2001,4,4,10.95
"DEMV004",12.06471,53.81777,2001,5,5,14.05
"DEMV004",12.06471,53.81777,2001,6,6,12.9
"DEMV004",12.06471,53.81777,2001,7,7,19.16
"DEMV004",12.06471,53.81777,2001,8,8,18.25
"DEMV004",12.06471,53.81777,2001,9,9,11.25
"DEMV004",12.06471,53.81777,2001,10,10,20.63
"DEMV004",12.06471,53.81777,2001,11,11,13.81
"DEMV004",12.06471,53.81777,2001,12,12,14.52
"DEMV004",12.06471,53.81777,2002,1,13,15.53
"DEMV004",12.06471,53.81777,2002,2,14,9.68
"DEMV004",12.06471,53.81777,2002,3,15,18.74
"DEMV004",12.06471,53.81777,2002,4,16,23.33
"DEMV004",12.06471,53.81777,2002,5,17,16.4
"DEMV004",12.06471,53.81777,2002,6,18,14.86
"DEMV004",12.06471,53.81777,2002,7,19,15.24
"DEMV004",12.06471,53.81777,2002,8,20,31.8
"DEMV004",12.06471,53.81777,2002,9,21,15.79
"DEMV004",12.06471,53.81777,2002,10,22,13.53
"DEMV004",12.06471,53.81777,2002,11,23,21.09
"DEMV004",12.06471,53.81777,2002,12,24,35.74
"DEMV004",12.06471,53.81777,2003,1,25,25.64
"DEMV004",12.06471,53.81777,2003,2,26,47.4
"DEMV004",12.06471,53.81777,2003,3,27,51.5
"DEMV004",12.06471,53.81777,2003,4,28,30.67
"DEMV004",12.06471,53.81777,2003,5,29,15.93
"DEMV004",12.06471,53.81777,2003,6,30,18.71
"DEMV004",12.06471,53.81777,2003,7,31,18.85
"DEMV004",12.06471,53.81777,2003,8,32,22.18
"DEMV004",12.06471,53.81777,2003,9,33,16.44
"DEMV004",12.06471,53.81777,2003,10,34,15.77
"DEMV004",12.06471,53.81777,2003,11,35,26.46
"DEMV004",12.06471,53.81777,2003,12,36,18.68
"DEBB053",14.01525,52.56383,2001,1,1,28.07
"DEBB053",14.01525,52.56383,2001,2,2,16.33
"DEBB053",14.01525,52.56383,2001,3,3,21.45
"DEBB053",14.01525,52.56383,2001,4,4,14.73
"DEBB053",14.01525,52.56383,2001,5,5,17.05
"DEBB053",14.01525,52.56383,2001,6,6,15.03
"DEBB053",14.01525,52.56383,2001,7,7,20.59
"DEBB053",14.01525,52.56383,2001,8,8,24.13
"DEBB053",14.01525,52.56383,2001,9,9,15.27
"DEBB053",14.01525,52.56383,2001,10,10,24.55
"DEBB053",14.01525,52.56383,2001,11,11,13.96
"DEBB053",14.01525,52.56383,2001,12,12,19.01
"DEBB053",14.01525,52.56383,2002,1,13,17.95
"DEBB053",14.01525,52.56383,2002,2,14,13.32
"DEBB053",14.01525,52.56383,2002,3,15,17.89
"DEBB053",14.01525,52.56383,2002,4,16,22.25
"DEBB053",14.01525,52.56383,2002,5,17,21.03
"DEBB053",14.01525,52.56383,2002,6,18,18.06
"DEBB053",14.01525,52.56383,2002,7,19,22.36
"DEBB053",14.01525,52.56383,2002,8,20,35.55
"DEBB053",14.01525,52.56383,2002,9,21,18.57
"DEBB053",14.01525,52.56383,2002,10,22,13.44
"DEBB053",14.01525,52.56383,2002,11,23,19.53
"DEBB053",14.01525,52.56383,2002,12,24,33.12
"DEBB053",14.01525,52.56383,2003,1,25,20.1
"DEBB053",14.01525,52.56383,2003,2,26,33.94
"DEBB053",14.01525,52.56383,2003,3,27,32.79
"DEBB053",14.01525,52.56383,2003,4,28,22.85
"DEBB053",14.01525,52.56383,2003,5,29,14.92
"DEBB053",14.01525,52.56383,2003,6,30,18.04
"DEBB053",14.01525,52.56383,2003,7,31,17.94
"DEBB053",14.01525,52.56383,2003,8,32,19.65
"DEBB053",14.01525,52.56383,2003,9,33,19.74
"DEBB053",14.01525,52.56383,2003,10,34,14.23
"DEBB053",14.01525,52.56383,2003,11,35,18
"DEBB053",14.01525,52.56383,2003,12,36,20.73
"DEBB053",14.01525,52.56383,2004,1,37,40.47
"DEBB053",14.01525,52.56383,2004,2,38,22.94
"DEBB053",14.01525,52.56383,2004,3,39,35.16
"DEBB053",14.01525,52.56383,2004,4,40,25.99
"DEBB053",14.01525,52.56383,2004,5,41,15.44
"DEBB053",14.01525,52.56383,2004,6,42,15.01
"DEBB053",14.01525,52.56383,2004,7,43,16.61
"DEBB053",14.01525,52.56383,2004,8,44,18.87
"DEBB053",14.01525,52.56383,2004,9,45,14.65
"DEBB053",14.01525,52.56383,2004,10,46,15.58
"DEBB053",14.01525,52.56383,2004,11,47,15.61
"DEBB053",14.01525,52.56383,2004,12,48,20.63
"DEBB053",14.01525,52.56383,2005,1,49,15.49
"DEBB053",14.01525,52.56383,2005,2,50,34.28
"DEBB053",14.01525,52.56383,2005,3,51,33.27
"DEBB053",14.01525,52.56383,2005,4,52,26.47
"DEBB053",14.01525,52.56383,2005,5,53,15.98
"DEBB053",14.01525,52.56383,2005,6,54,15.51
"DEBB053",14.01525,52.56383,2005,7,55,20.07
"DEBB053",14.01525,52.56383,2005,8,56,20.66
"DEBB053",14.01525,52.56383,2005,9,57,25.39
"DEBB053",14.01525,52.56383,2005,10,58,32.4
"DEBB053",14.01525,52.56383,2005,11,59,26.62
"DEBB053",14.01525,52.56383,2005,12,60,19.36
"DEUB034",7.87633,54.18671,2002,1,13,23.06
"DENW063",8.9506,51.83095,2003,7,31,16.27
"DENW063",8.9506,51.83095,2003,8,32,21.55
"DENW063",8.9506,51.83095,2003,9,33,15.9
"DENW063",8.9506,51.83095,2003,10,34,15.11
"DENW063",8.9506,51.83095,2003,11,35,15.68
"DENW063",8.9506,51.83095,2003,12,36,10.46
"DENW063",8.9506,51.83095,2004,1,37,10.3
"DENW063",8.9506,51.83095,2004,2,38,15.2
"DENW063",8.9506,51.83095,2004,3,39,27.24
"DENW063",8.9506,51.83095,2004,4,40,17.32
"DENW063",8.9506,51.83095,2004,5,41,15.51
"DENW063",8.9506,51.83095,2004,6,42,16.76
"DENW063",8.9506,51.83095,2004,7,43,11.37
"DENW063",8.9506,51.83095,2004,8,44,13.09
"DENW063",8.9506,51.83095,2004,9,45,10.65
"DENW063",8.9506,51.83095,2004,10,46,10.68
"DENW063",8.9506,51.83095,2004,11,47,9.06
"DENW063",8.9506,51.83095,2004,12,48,12.76
"DENW063",8.9506,51.83095,2005,1,49,10.37
"DENW063",8.9506,51.83095,2005,2,50,17.57
"DENW063",8.9506,51.83095,2005,3,51,22.89
"DENW063",8.9506,51.83095,2005,4,52,18.18
"DENW063",8.9506,51.83095,2005,5,53,12.13
"DENW063",8.9506,51.83095,2005,6,54,12.1
"DENW063",8.9506,51.83095,2005,7,55,12.01
"DENW063",8.9506,51.83095,2005,8,56,11.85
"DENW063",8.9506,51.83095,2005,9,57,17.37
"DENW063",8.9506,51.83095,2005,10,58,17.25
"DENW063",8.9506,51.83095,2005,11,59,9.29
"DENW063",8.9506,51.83095,2005,12,60,9.93
"DETH061",11.66123,50.79162,2001,1,1,23.81
"DETH061",11.66123,50.79162,2001,2,2,18.79
"DETH061",11.66123,50.79162,2001,3,3,18.28
"DETH061",11.66123,50.79162,2001,4,4,12.04
"DETH061",11.66123,50.79162,2001,5,5,18.36
"DETH061",11.66123,50.79162,2001,6,6,15.54
"DETH061",11.66123,50.79162,2001,7,7,17.29
"DETH061",11.66123,50.79162,2001,8,8,20.47
"DETH061",11.66123,50.79162,2001,9,9,11.62
"DETH061",11.66123,50.79162,2001,10,10,21.16
"DETH061",11.66123,50.79162,2001,11,11,10.8
"DETH061",11.66123,50.79162,2001,12,12,14.05
"DETH061",11.66123,50.79162,2002,1,13,14.83
"DETH061",11.66123,50.79162,2002,2,14,10.75
"DETH061",11.66123,50.79162,2002,3,15,19.15
"DETH061",11.66123,50.79162,2002,4,16,24.49
"DETH061",11.66123,50.79162,2002,5,17,15.14
"DETH061",11.66123,50.79162,2002,6,18,18.99
"DETH061",11.66123,50.79162,2002,7,19,17.39
"DETH061",11.66123,50.79162,2002,8,20,26.01
"DETH061",11.66123,50.79162,2002,9,21,19.02
"DETH061",11.66123,50.79162,2002,10,22,15.14
"DETH061",11.66123,50.79162,2002,11,23,13.86
"DETH061",11.66123,50.79162,2002,12,24,28.19
"DETH061",11.66123,50.79162,2003,1,25,17.76
"DETH061",11.66123,50.79162,2003,2,26,30.98
"DETH061",11.66123,50.79162,2003,3,27,22.53
"DETH061",11.66123,50.79162,2003,4,28,21.7
"DETH061",11.66123,50.79162,2003,5,29,14.65
"DETH061",11.66123,50.79162,2003,6,30,19.06
"DETH061",11.66123,50.79162,2003,7,31,14.9
"DETH061",11.66123,50.79162,2003,8,32,23.09
"DETH061",11.66123,50.79162,2003,9,33,15.34
"DETH061",11.66123,50.79162,2003,10,34,14.91
"DETH061",11.66123,50.79162,2003,11,35,15.44
"DETH061",11.66123,50.79162,2003,12,36,11.23
"DETH061",11.66123,50.79162,2004,1,37,11.48
"DETH061",11.66123,50.79162,2004,2,38,14.89
"DETH061",11.66123,50.79162,2004,3,39,18.52
"DETH061",11.66123,50.79162,2004,4,40,17.75
"DETH061",11.66123,50.79162,2004,5,41,12.16
"DETH061",11.66123,50.79162,2004,6,42,14.24
"DETH061",11.66123,50.79162,2004,7,43,12.71
"DETH061",11.66123,50.79162,2004,8,44,15.1
"DETH061",11.66123,50.79162,2004,9,45,12.99
"DETH061",11.66123,50.79162,2004,10,46,14.42
"DETH061",11.66123,50.79162,2004,11,47,12.24
"DETH061",11.66123,50.79162,2004,12,48,14.75
"DETH061",11.66123,50.79162,2005,1,49,11.22
"DETH061",11.66123,50.79162,2005,2,50,21.11
"DETH061",11.66123,50.79162,2005,3,51,22.09
"DETH061",11.66123,50.79162,2005,4,52,21.41
"DETH061",11.66123,50.79162,2005,5,53,13.33
"DETH061",11.66123,50.79162,2005,6,54,13.72
"DETH061",11.66123,50.79162,2005,7,55,14.35
"DETH061",11.66123,50.79162,2005,8,56,17.05
"DETH061",11.66123,50.79162,2005,9,57,18.67
"DETH061",11.66123,50.79162,2005,10,58,23.74
"DETH061",11.66123,50.79162,2005,11,59,12.29
"DETH061",11.66123,50.79162,2005,12,60,11.04
"DERP014",7.19349,49.74103,2001,1,1,12.66
"DERP014",7.19349,49.74103,2001,2,2,11.43
"DERP014",7.19349,49.74103,2001,3,3,10.51
"DERP014",7.19349,49.74103,2001,4,4,11.11
"DERP014",7.19349,49.74103,2001,5,5,17.83
"DERP014",7.19349,49.74103,2001,6,6,15.41
"DERP014",7.19349,49.74103,2001,7,7,15.69
"DERP014",7.19349,49.74103,2001,8,8,16.74
"DERP014",7.19349,49.74103,2001,9,9,11.23
"DERP014",7.19349,49.74103,2001,10,10,16.5
"DERP014",7.19349,49.74103,2001,11,11,10.38
"DERP014",7.19349,49.74103,2001,12,12,9.58
"DERP014",7.19349,49.74103,2002,1,13,12
"DERP014",7.19349,49.74103,2002,2,14,10.12
"DERP014",7.19349,49.74103,2002,3,15,15.68
"DERP014",7.19349,49.74103,2002,4,16,23.21
"DERP014",7.19349,49.74103,2002,5,17,12.08
"DERP014",7.19349,49.74103,2002,6,18,15.88
"DERP014",7.19349,49.74103,2002,7,19,14.8
"DERP014",7.19349,49.74103,2002,8,20,18.55
"DERP014",7.19349,49.74103,2002,9,21,13.72
"DERP014",7.19349,49.74103,2002,10,22,12.09
"DERP014",7.19349,49.74103,2002,11,23,8.48
"DERP014",7.19349,49.74103,2002,12,24,14.6
"DERP014",7.19349,49.74103,2003,1,25,10.88
"DERP014",7.19349,49.74103,2003,2,26,29.12
"DERP014",7.19349,49.74103,2003,3,27,24.47
"DERP014",7.19349,49.74103,2003,4,28,21.67
"DERP014",7.19349,49.74103,2003,5,29,13.9
"DERP014",7.19349,49.74103,2003,6,30,19.4
"DERP014",7.19349,49.74103,2003,7,31,15.17
"DERP014",7.19349,49.74103,2003,8,32,22.87
"DERP014",7.19349,49.74103,2003,9,33,15.18
